,Year,Ridership,city
3,2015,30697.0,Klamath Falls
4,2016,33410.0,Klamath Falls
5,2017,31033.0,Klamath Falls
6,2018,36065.0,Klamath Falls
0,2012,28072.0,La Crosse
1,2013,27202.0,La Crosse
2,2014,23414.0,La Crosse
3,2015,23891.0,La Crosse
4,2016,26014.0,La Crosse
5,2017,26673.0,La Crosse
6,2018,25622.0,La Crosse
0,2012,14845.0,La Grange Road
1,2013,15036.0,La Grange Road
2,2014,13844.0,La Grange Road
3,2015,13264.0,La Grange Road
4,2016,12045.0,La Grange Road
5,2017,12643.0,La Grange Road
6,2018,10925.0,La Grange Road
0,2012,6566.0,La Junta
1,2013,6711.0,La Junta
2,2014,6918.0,La Junta
3,2015,7256.0,La Junta
4,2016,7080.0,La Junta
5,2017,7009.0,La Junta
6,2018,7373.0,La Junta
0,2012,9559.0,La Plata
1,2013,9724.0,La Plata
2,2014,10421.0,La Plata
3,2015,11519.0,La Plata
4,2016,11675.0,La Plata
5,2017,11647.0,La Plata
6,2018,10956.0,La Plata
0,2012,59595.0,Lacey
1,2013,62114.0,Lacey
2,2014,62023.0,Lacey
3,2015,61021.0,Lacey
4,2016,62431.0,Lacey
5,2017,62583.0,Lacey
6,2018,65800.0,Lacey
0,2012,5942.0,Lafayette
1,2013,6560.0,Lafayette
2,2014,6524.0,Lafayette
3,2015,6676.0,Lafayette
4,2016,6696.0,Lafayette
5,2017,6154.0,Lafayette
6,2018,6151.0,Lafayette
0,2012,5942.0,Lafayette
1,2013,6560.0,Lafayette
2,2014,6524.0,Lafayette
3,2015,6676.0,Lafayette
4,2016,6696.0,Lafayette
5,2017,6154.0,Lafayette
6,2018,6151.0,Lafayette
0,2012,Partial Data,Laguna Niguel
1,2013,Partial Data,Laguna Niguel
2,2014,Partial Data,Laguna Niguel
3,2015,Partial Data,Laguna Niguel
4,2016,Partial Data,Laguna Niguel
5,2017,Partial Data,Laguna Niguel
6,2018,Partial Data,Laguna Niguel
0,2012,3438.0,Lake Charles
1,2013,3856.0,Lake Charles
2,2014,3742.0,Lake Charles
3,2015,3920.0,Lake Charles
4,2016,3538.0,Lake Charles
5,2017,3719.0,Lake Charles
6,2018,3782.0,Lake Charles
0,2012,N/A,Lake City
1,2013,N/A,Lake City
2,2014,N/A,Lake City
3,2015,N/A,Lake City
4,2016,N/A,Lake City
5,2017,N/A,Lake City
6,2018,N/A,Lake City
0,2012,25430.0,Lakeland - Departure 92 North Arrival 91 South
1,2013,22621.0,Lakeland - Departure 92 North Arrival 91 South
2,2014,21663.0,Lakeland - Departure 92 North Arrival 91 South
3,2015,21519.0,Lakeland - Departure 92 North Arrival 91 South
4,2016,20475.0,Lakeland - Departure 92 North Arrival 91 South
5,2017,19479.0,Lakeland - Departure 92 North Arrival 91 South
6,2018,18952.0,Lakeland - Departure 92 North Arrival 91 South
0,2012,1936.0,Lamar
1,2013,1823.0,Lamar
2,2014,1812.0,Lamar
3,2015,1928.0,Lamar
4,2016,1879.0,Lamar
5,2017,1673.0,Lamar
6,2018,1588.0,Lamar
0,2012,12589.0,Lamy
1,2013,12551.0,Lamy
2,2014,11652.0,Lamy
3,2015,12390.0,Lamy
4,2016,11373.0,Lamy
5,2017,10768.0,Lamy
6,2018,9731.0,Lamy
0,2012,549.5,Lancaster
1,2013,570.6,Lancaster
2,2014,521.7,Lancaster
3,2015,533.3,Lancaster
4,2016,551.0,Lancaster
5,2017,547.9,Lancaster
6,2018,561.4,Lancaster
0,2012,9940.0,Lapeer
1,2013,9997.0,Lapeer
2,2014,10774.0,Lapeer
3,2015,9527.0,Lapeer
4,2016,9396.0,Lapeer
5,2017,9406.0,Lapeer
6,2018,8948.0,Lapeer
0,2012,5653.0,Las Vegas
1,2013,5376.0,Las Vegas
2,2014,5047.0,Las Vegas
3,2015,5345.0,Las Vegas
4,2016,4851.0,Las Vegas
5,2017,4487.0,Las Vegas
6,2018,4629.0,Las Vegas
0,2012,4669.0,Latrobe
1,2013,4447.0,Latrobe
2,2014,4631.0,Latrobe
3,2015,4850.0,Latrobe
4,2016,4538.0,Latrobe
5,2017,4246.0,Latrobe
6,2018,4068.0,Latrobe
0,2012,5484.0,Laurel
1,2013,5264.0,Laurel
2,2014,4487.0,Laurel
3,2015,3650.0,Laurel
4,2016,3575.0,Laurel
5,2017,3614.0,Laurel
6,2018,3924.0,Laurel
0,2012,6608.0,Lawrence
1,2013,7204.0,Lawrence
2,2014,8017.0,Lawrence
3,2015,8319.0,Lawrence
4,2016,8465.0,Lawrence
5,2017,9834.0,Lawrence
6,2018,8362.0,Lawrence
0,2012,12489.0,Leavenworth
1,2013,8929.0,Leavenworth
2,2014,9705.0,Leavenworth
3,2015,7529.0,Leavenworth
4,2016,7883.0,Leavenworth
5,2017,8041.0,Leavenworth
6,2018,7443.0,Leavenworth
0,2012,29827.0,Lees Summit
1,2013,30506.0,Lees Summit
2,2014,28971.0,Lees Summit
3,2015,28589.0,Lees Summit
4,2016,26547.0,Lees Summit
5,2017,27078.0,Lees Summit
6,2018,26565.0,Lees Summit
0,2012,8315.0,Lewistown
1,2013,9102.0,Lewistown
2,2014,9375.0,Lewistown
3,2015,9125.0,Lewistown
4,2016,9514.0,Lewistown
5,2017,9147.0,Lewistown
6,2018,8676.0,Lewistown
0,2012,608.0,Lexington - Barbecue Festival
1,2013,542.0,Lexington - Barbecue Festival
2,2014,489.0,Lexington - Barbecue Festival
3,2015,645.0,Lexington - Barbecue Festival
4,2016,527.0,Lexington - Barbecue Festival
5,2017,513.0,Lexington - Barbecue Festival
6,2018,726.0,Lexington - Barbecue Festival
0,2012,6626.0,Libby
1,2013,6490.0,Libby
2,2014,5416.0,Libby
3,2015,4793.0,Libby
4,2016,4963.0,Libby
5,2017,5068.0,Libby
6,2018,4958.0,Libby
0,2012,12468.0,Lincoln
1,2013,13160.0,Lincoln
2,2014,13313.0,Lincoln
3,2015,15384.0,Lincoln
4,2016,14726.0,Lincoln
5,2017,15964.0,Lincoln
6,2018,15200.0,Lincoln
0,2012,12468.0,Lincoln
1,2013,13160.0,Lincoln
2,2014,13313.0,Lincoln
3,2015,15384.0,Lincoln
4,2016,14726.0,Lincoln
5,2017,15964.0,Lincoln
6,2018,15200.0,Lincoln
0,2012,23577.0,Little Rock
1,2013,21846.0,Little Rock
2,2014,19272.0,Little Rock
3,2015,19493.0,Little Rock
4,2016,18130.0,Little Rock
5,2017,20321.0,Little Rock
6,2018,19218.0,Little Rock
0,2012,8439.0,Lodi
1,2013,9695.0,Lodi
2,2014,9838.0,Lodi
3,2015,10185.0,Lodi
4,2016,8617.0,Lodi
5,2017,7978.0,Lodi
6,2018,9279.0,Lodi
0,2012,7096.0,Lompoc
1,2013,8341.0,Lompoc
2,2014,8096.0,Lompoc
3,2015,8158.0,Lompoc
4,2016,7921.0,Lompoc
5,2017,7823.0,Lompoc
6,2018,9135.0,Lompoc
0,2012,48525.0,Longview
1,2013,40646.0,Longview
2,2014,37874.0,Longview
3,2015,31813.0,Longview
4,2016,28964.0,Longview
5,2017,33443.0,Longview
6,2018,34392.0,Longview
0,2012,483.0,Lordsburg
1,2013,736.0,Lordsburg
2,2014,729.0,Lordsburg
3,2015,842.0,Lordsburg
4,2016,579.0,Lordsburg
5,2017,742.0,Lordsburg
6,2018,733.0,Lordsburg
0,2012,264.0,Lorton - Auto Train Only
1,2013,265.2,Lorton - Auto Train Only
2,2014,273.6,Lorton - Auto Train Only
3,2015,271.4,Lorton - Auto Train Only
4,2016,238.3,Lorton - Auto Train Only
5,2017,228.9,Lorton - Auto Train Only
6,2018,224.8,Lorton - Auto Train Only
0,2012,1241.2,Los Angeles - Union Station
1,2013,1241.6,Los Angeles - Union Station
2,2014,1241.2,Los Angeles - Union Station
3,2015,1319.0,Los Angeles - Union Station
4,2016,1365.2,Los Angeles - Union Station
5,2017,1410.9,Los Angeles - Union Station
6,2018,1446.9,Los Angeles - Union Station
0,2012,84853.0,Lynchburg
1,2013,91863.0,Lynchburg
2,2014,85152.0,Lynchburg
3,2015,84045.0,Lynchburg
4,2016,81594.0,Lynchburg
5,2017,80856.0,Lynchburg
6,2018,56866.0,Lynchburg
0,2012,78520.0,Macomb
1,2013,75321.0,Macomb
2,2014,71278.0,Macomb
3,2015,70336.0,Macomb
4,2016,66874.0,Macomb
5,2017,65759.0,Macomb
6,2018,60081.0,Macomb
0,2012,24770.0,Madera
1,2013,27474.0,Madera
2,2014,28993.0,Madera
3,2015,27718.0,Madera
4,2016,27136.0,Madera
5,2017,27751.0,Madera
6,2018,28384.0,Madera
0,2012,N/A,Madison
1,2013,N/A,Madison
2,2014,N/A,Madison
3,2015,N/A,Madison
4,2016,N/A,Madison
5,2017,N/A,Madison
6,2018,N/A,Madison
0,2012,3466.0,Malta
1,2013,3956.0,Malta
2,2014,3165.0,Malta
3,2015,3211.0,Malta
4,2016,3829.0,Malta
5,2017,3695.0,Malta
6,2018,3570.0,Malta
0,2012,2105.0,Malvern
1,2013,2101.0,Malvern
2,2014,1896.0,Malvern
3,2015,1760.0,Malvern
4,2016,1729.0,Malvern
5,2017,1688.0,Malvern
6,2018,1693.0,Malvern
0,2012,19917.0,Manassas
1,2013,20896.0,Manassas
2,2014,20547.0,Manassas
3,2015,21153.0,Manassas
4,2016,21538.0,Manassas
5,2017,22295.0,Manassas
6,2018,23048.0,Manassas
0,2012,10688.0,Maricopa
1,2013,12801.0,Maricopa
2,2014,12612.0,Maricopa
3,2015,12066.0,Maricopa
4,2016,11120.0,Maricopa
5,2017,11696.0,Maricopa
6,2018,11622.0,Maricopa
0,2012,Partial Data,Marks
1,2013,Partial Data,Marks
2,2014,Partial Data,Marks
3,2015,Partial Data,Marks
4,2016,Partial Data,Marks
5,2017,Partial Data,Marks
6,2018,Partial Data,Marks
0,2012,10025.0,Marshall
1,2013,10555.0,Marshall
2,2014,10184.0,Marshall
3,2015,9390.0,Marshall
4,2016,8005.0,Marshall
5,2017,8404.0,Marshall
6,2018,8371.0,Marshall
0,2012,472.5,Martinez
1,2013,469.9,Martinez
2,2014,356.4,Martinez
3,2015,361.0,Martinez
4,2016,361.6,Martinez
5,2017,343.4,Martinez
6,2018,341.6,Martinez
0,2012,8594.0,Martinsburg
1,2013,9276.0,Martinsburg
2,2014,9781.0,Martinsburg
3,2015,10246.0,Martinsburg
4,2016,11022.0,Martinsburg
5,2017,11136.0,Martinsburg
6,2018,10687.0,Martinsburg
0,2012,41350.0,Mattoon
1,2013,43861.0,Mattoon
2,2014,42327.0,Mattoon
3,2015,41507.0,Mattoon
4,2016,37031.0,Mattoon
5,2017,35312.0,Mattoon
6,2018,33908.0,Mattoon
0,2012,2507.0,Maysville
1,2013,2411.0,Maysville
2,2014,2316.0,Maysville
3,2015,2279.0,Maysville
4,2016,2309.0,Maysville
5,2017,2214.0,Maysville
6,2018,2024.0,Maysville
0,2012,6685.0,McComb
1,2013,6496.0,McComb
2,2014,6464.0,McComb
3,2015,6377.0,McComb
4,2016,5665.0,McComb
5,2017,5033.0,McComb
6,2018,4795.0,McComb
0,2012,3540.0,McCook
1,2013,3638.0,McCook
2,2014,3414.0,McCook
3,2015,3342.0,McCook
4,2016,3049.0,McCook
5,2017,2914.0,McCook
6,2018,3282.0,McCook
0,2012,4988.0,McGregor
1,2013,5209.0,McGregor
2,2014,4328.0,McGregor
3,2015,4834.0,McGregor
4,2016,5194.0,McGregor
5,2017,5123.0,McGregor
6,2018,5061.0,McGregor
0,2012,71649.0,Memphis
1,2013,74483.0,Memphis
2,2014,68662.0,Memphis
3,2015,71068.0,Memphis
4,2016,70977.0,Memphis
5,2017,72334.0,Memphis
6,2018,70182.0,Memphis
0,2012,24061.0,Mendota
1,2013,25183.0,Mendota
2,2014,23852.0,Mendota
3,2015,23944.0,Mendota
4,2016,23517.0,Mendota
5,2017,22833.0,Mendota
6,2018,22066.0,Mendota
0,2012,124.2,Merced
1,2013,132.8,Merced
2,2014,128.2,Merced
3,2015,127.5,Merced
4,2016,120.1,Merced
5,2017,125.1,Merced
6,2018,126.0,Merced
0,2012,33878.0,Meriden
1,2013,34905.0,Meriden
2,2014,30037.0,Meriden
3,2015,27308.0,Meriden
4,2016,17493.0,Meriden
5,2017,12475.0,Meriden
6,2018,16167.0,Meriden
0,2012,12120.0,Meridian
1,2013,11500.0,Meridian
2,2014,11275.0,Meridian
3,2015,10863.0,Meridian
4,2016,10179.0,Meridian
5,2017,9417.0,Meridian
6,2018,9090.0,Meridian
0,2012,87453.0,Miami
1,2013,80759.0,Miami
2,2014,76097.0,Miami
3,2015,69547.0,Miami
4,2016,64509.0,Miami
5,2017,64485.0,Miami
6,2018,63500.0,Miami
0,2012,3293.0,Michigan City
1,2013,3883.0,Michigan City
2,2014,3988.0,Michigan City
3,2015,3766.0,Michigan City
4,2016,3573.0,Michigan City
5,2017,3699.0,Michigan City
6,2018,3284.0,Michigan City
0,2012,73091.0,Middletown
1,2013,80663.0,Middletown
2,2014,66917.0,Middletown
3,2015,67957.0,Middletown
4,2016,67491.0,Middletown
5,2017,68132.0,Middletown
6,2018,68047.0,Middletown
0,2012,620.5,Milwaukee
1,2013,604.2,Milwaukee
2,2014,586.2,Milwaukee
3,2015,586.9,Milwaukee
4,2016,587.5,Milwaukee
5,2017,594.6,Milwaukee
6,2018,596.2,Milwaukee
0,2012,163.8,Milwaukee - Airport
1,2013,160.3,Milwaukee - Airport
2,2014,159.9,Milwaukee - Airport
3,2015,157.0,Milwaukee - Airport
4,2016,159.6,Milwaukee - Airport
5,2017,164.1,Milwaukee - Airport
6,2018,180.3,Milwaukee - Airport
0,2012,6956.0,Mineola
1,2013,7213.0,Mineola
2,2014,6776.0,Mineola
3,2015,6423.0,Mineola
4,2016,6110.0,Mineola
5,2017,7151.0,Mineola
6,2018,6423.0,Mineola
0,2012,N/A,Minneapolis / St. Paul
1,2013,N/A,Minneapolis / St. Paul
2,2014,N/A,Minneapolis / St. Paul
3,2015,N/A,Minneapolis / St. Paul
4,2016,N/A,Minneapolis / St. Paul
5,2017,N/A,Minneapolis / St. Paul
6,2018,N/A,Minneapolis / St. Paul
0,2012,6956.0,Minneapolis / St. Paul
1,2013,7213.0,Minneapolis / St. Paul
2,2014,6776.0,Minneapolis / St. Paul
3,2015,6423.0,Minneapolis / St. Paul
4,2016,6110.0,Minneapolis / St. Paul
5,2017,7151.0,Minneapolis / St. Paul
6,2018,6423.0,Minneapolis / St. Paul
0,2012,36285.0,Minot
1,2013,40595.0,Minot
2,2014,34834.0,Minot
3,2015,31827.0,Minot
4,2016,29424.0,Minot
5,2017,29978.0,Minot
6,2018,29531.0,Minot
0,2012,N/A,Mobile
1,2013,N/A,Mobile
2,2014,N/A,Mobile
3,2015,N/A,Mobile
4,2016,N/A,Mobile
5,2017,N/A,Mobile
6,2018,N/A,Mobile
0,2012,116.9,Modesto
1,2013,126.3,Modesto
2,2014,121.8,Modesto
3,2015,120.5,Modesto
4,2016,116.4,Modesto
5,2017,114.5,Modesto
6,2018,111.4,Modesto
0,2012,580.0,Montgomery
1,2013,614.0,Montgomery
2,2014,641.0,Montgomery
3,2015,639.0,Montgomery
4,2016,669.0,Montgomery
5,2017,500.0,Montgomery
6,2018,347.0,Montgomery
0,2012,7208.0,Montpelier-Barre
1,2013,7975.0,Montpelier-Barre
2,2014,8504.0,Montpelier-Barre
3,2015,8723.0,Montpelier-Barre
4,2016,7667.0,Montpelier-Barre
5,2017,8046.0,Montpelier-Barre
6,2018,7874.0,Montpelier-Barre
0,2012,14431.0,Moorpark
1,2013,15212.0,Moorpark
2,2014,16303.0,Moorpark
3,2015,16496.0,Moorpark
4,2016,17202.0,Moorpark
5,2017,18068.0,Moorpark
6,2018,18299.0,Moorpark
0,2012,69025.0,Mount Joy
1,2013,69848.0,Mount Joy
2,2014,46288.0,Mount Joy
3,2015,50648.0,Mount Joy
4,2016,50640.0,Mount Joy
5,2017,45803.0,Mount Joy
6,2018,45592.0,Mount Joy
0,2012,13321.0,Mount Pleasant
1,2013,12244.0,Mount Pleasant
2,2014,11741.0,Mount Pleasant
3,2015,11631.0,Mount Pleasant
4,2016,13504.0,Mount Pleasant
5,2017,13736.0,Mount Pleasant
6,2018,12586.0,Mount Pleasant
0,2012,18561.0,Mount Vernon
1,2013,16719.0,Mount Vernon
2,2014,18225.0,Mount Vernon
3,2015,18193.0,Mount Vernon
4,2016,18319.0,Mount Vernon
5,2017,17776.0,Mount Vernon
6,2018,16815.0,Mount Vernon
0,2012,25983.0,Mystic
1,2013,23490.0,Mystic
2,2014,23083.0,Mystic
3,2015,23814.0,Mystic
4,2016,25704.0,Mystic
5,2017,25687.0,Mystic
6,2018,28017.0,Mystic
0,2012,53557.0,Naperville
1,2013,52348.0,Naperville
2,2014,49346.0,Naperville
3,2015,46467.0,Naperville
4,2016,46439.0,Naperville
5,2017,45416.0,Naperville
6,2018,41753.0,Naperville
0,2012,3010.0,NC State Fair - Raleigh
1,2013,2672.0,NC State Fair - Raleigh
2,2014,3633.0,NC State Fair - Raleigh
3,2015,3196.0,NC State Fair - Raleigh
4,2016,,NC State Fair - Raleigh
5,2017,659.0,NC State Fair - Raleigh
6,2018,,NC State Fair - Raleigh
0,2012,9118.0,Needles
1,2013,8640.0,Needles
2,2014,8386.0,Needles
3,2015,8656.0,Needles
4,2016,8017.0,Needles
5,2017,9176.0,Needles
6,2018,9125.0,Needles
0,2012,8470.0,New Brunswick
1,2013,9052.0,New Brunswick
2,2014,8898.0,New Brunswick
3,2015,8365.0,New Brunswick
4,2016,7857.0,New Brunswick
5,2017,7392.0,New Brunswick
6,2018,6902.0,New Brunswick
0,2012,14817.0,New Buffalo
1,2013,19902.0,New Buffalo
2,2014,21751.0,New Buffalo
3,2015,21756.0,New Buffalo
4,2016,20636.0,New Buffalo
5,2017,24778.0,New Buffalo
6,2018,25849.0,New Buffalo
0,2012,170.9,New Carrollton
1,2013,165.0,New Carrollton
2,2014,165.9,New Carrollton
3,2015,163.5,New Carrollton
4,2016,171.3,New Carrollton
5,2017,173.9,New Carrollton
6,2018,173.8,New Carrollton
0,2012,740.7,New Haven
1,2013,731.0,New Haven
2,2014,702.3,New Haven
3,2015,691.2,New Haven
4,2016,634.4,New Haven
5,2017,618.6,New Haven
6,2018,688.9,New Haven
0,2012,1670.0,New Iberia
1,2013,1920.0,New Iberia
2,2014,1769.0,New Iberia
3,2015,1729.0,New Iberia
4,2016,1850.0,New Iberia
5,2017,1602.0,New Iberia
6,2018,1602.0,New Iberia
0,2012,171.7,New London
1,2013,160.1,New London
2,2014,153.5,New London
3,2015,153.5,New London
4,2016,157.4,New London
5,2017,160.8,New London
6,2018,160.2,New London
0,2012,218.0,New Orleans
1,2013,206.8,New Orleans
2,2014,196.8,New Orleans
3,2015,186.6,New Orleans
4,2016,179.5,New Orleans
5,2017,180.4,New Orleans
6,2018,180.4,New Orleans
0,2012,84777.0,New Rochelle
1,2013,81757.0,New Rochelle
2,2014,83707.0,New Rochelle
3,2015,85875.0,New Rochelle
4,2016,87510.0,New Rochelle
5,2017,91058.0,New Rochelle
6,2018,91468.0,New Rochelle
0,2012,9277.4,New York - Penn Station
1,2013,9345.5,New York - Penn Station
2,2014,9849.7,New York - Penn Station
3,2015,54.0,New York - Penn Station
4,2016,263.0,New York - Penn Station
5,2017,207.0,New York - Penn Station
6,2018,9860.4,New York - Penn Station
0,2012,672.8,Newark
1,2013,648.6,Newark
2,2014,670.2,Newark
3,2015,637.0,Newark
4,2016,655.9,Newark
5,2017,674.0,Newark
6,2018,697.5,Newark
0,2012,672.8,Newark
1,2013,648.6,Newark
2,2014,670.2,Newark
3,2015,637.0,Newark
4,2016,655.9,Newark
5,2017,674.0,Newark
6,2018,697.5,Newark
0,2012,125.1,Newark - International Airport
1,2013,128.0,Newark - International Airport
2,2014,110.7,Newark - International Airport
3,2015,138.1,Newark - International Airport
4,2016,138.0,Newark - International Airport
5,2017,149.2,Newark - International Airport
6,2018,167.9,Newark - International Airport
0,2012,4039.0,Newbern
1,2013,4192.0,Newbern
2,2014,3927.0,Newbern
3,2015,3900.0,Newbern
4,2016,3690.0,Newbern
5,2017,3788.0,Newbern
6,2018,3576.0,Newbern
0,2012,128.9,Newport News
1,2013,124.8,Newport News
2,2014,110.9,Newport News
3,2015,113.8,Newport News
4,2016,106.0,Newport News
5,2017,104.5,Newport News
6,2018,98.3,Newport News
0,2012,14131.0,Newton
1,2013,14564.0,Newton
2,2014,12871.0,Newton
3,2015,13010.0,Newton
4,2016,13741.0,Newton
5,2017,15828.0,Newton
6,2018,15218.0,Newton
0,2012,32164.0,Niagara Falls
1,2013,32152.0,Niagara Falls
2,2014,32341.0,Niagara Falls
3,2015,31354.0,Niagara Falls
4,2016,29191.0,Niagara Falls
5,2017,30882.0,Niagara Falls
6,2018,32699.0,Niagara Falls
0,2012,19846.0,Niles
1,2013,21222.0,Niles
2,2014,20344.0,Niles
3,2015,19021.0,Niles
4,2016,16506.0,Niles
5,2017,17475.0,Niles
6,2018,17405.0,Niles
0,2012,Partial Data,Norfolk
1,2013,Partial Data,Norfolk
2,2014,Partial Data,Norfolk
3,2015,Partial Data,Norfolk
4,2016,Partial Data,Norfolk
5,2017,Partial Data,Norfolk
6,2018,Partial Data,Norfolk
0,2012,15207.0,Norman
1,2013,13902.0,Norman
2,2014,13978.0,Norman
3,2015,11781.0,Norman
4,2016,11748.0,Norman
5,2017,13039.0,Norman
6,2018,12469.0,Norman
0,2012,4828.0,North Palm Springs
1,2013,2970.0,North Palm Springs
2,2014,2954.0,North Palm Springs
3,2015,3124.0,North Palm Springs
4,2016,3042.0,North Palm Springs
5,2017,3142.0,North Palm Springs
6,2018,2925.0,North Palm Springs
0,2012,Partial Data,North Philadelphia
1,2013,Partial Data,North Philadelphia
2,2014,Partial Data,North Philadelphia
3,2015,Partial Data,North Philadelphia
4,2016,Partial Data,North Philadelphia
5,2017,Partial Data,North Philadelphia
6,2018,Partial Data,North Philadelphia
0,2012,Partial Data,Northampton
1,2013,Partial Data,Northampton
2,2014,Partial Data,Northampton
3,2015,Partial Data,Northampton
4,2016,Partial Data,Northampton
5,2017,Partial Data,Northampton
6,2018,Partial Data,Northampton
0,2012,Partial Data,NY State Fair - Syracuse
1,2013,Partial Data,NY State Fair - Syracuse
2,2014,Partial Data,NY State Fair - Syracuse
3,2015,Partial Data,NY State Fair - Syracuse
4,2016,Partial Data,NY State Fair - Syracuse
5,2017,Partial Data,NY State Fair - Syracuse
6,2018,Partial Data,NY State Fair - Syracuse
0,2012,26288.0,Oakland - Coliseum Airport
1,2013,30135.0,Oakland - Coliseum Airport
2,2014,52251.0,Oakland - Coliseum Airport
3,2015,56943.0,Oakland - Coliseum Airport
4,2016,70235.0,Oakland - Coliseum Airport
5,2017,77072.0,Oakland - Coliseum Airport
6,2018,88728.0,Oakland - Coliseum Airport
0,2012,414.6,Oakland - Jack London Sq
1,2013,403.2,Oakland - Jack London Sq
2,2014,301.3,Oakland - Jack London Sq
3,2015,317.0,Oakland - Jack London Sq
4,2016,341.8,Oakland - Jack London Sq
5,2017,363.2,Oakland - Jack London Sq
6,2018,386.4,Oakland - Jack London Sq
0,2012,263.6,Oceanside
1,2013,270.1,Oceanside
2,2014,241.2,Oceanside
3,2015,258.2,Oceanside
4,2016,313.5,Oceanside
5,2017,292.7,Oceanside
6,2018,284.3,Oceanside
0,2012,3933.0,Okeechobee
1,2013,3851.0,Okeechobee
2,2014,4091.0,Okeechobee
3,2015,4223.0,Okeechobee
4,2016,4193.0,Okeechobee
5,2017,3935.0,Okeechobee
6,2018,3988.0,Okeechobee
0,2012,57785.0,Oklahoma City
1,2013,53304.0,Oklahoma City
2,2014,50860.0,Oklahoma City
3,2015,44872.0,Oklahoma City
4,2016,43577.0,Oklahoma City
5,2017,46529.0,Oklahoma City
6,2018,44386.0,Oklahoma City
0,2012,17432.0,Old Orchard Beach
1,2013,17766.0,Old Orchard Beach
2,2014,16817.0,Old Orchard Beach
3,2015,9948.0,Old Orchard Beach
4,2016,15684.0,Old Orchard Beach
5,2017,15764.0,Old Orchard Beach
6,2018,15802.0,Old Orchard Beach
0,2012,65315.0,Old Saybrook
1,2013,60310.0,Old Saybrook
2,2014,60413.0,Old Saybrook
3,2015,60833.0,Old Saybrook
4,2016,62269.0,Old Saybrook
5,2017,64328.0,Old Saybrook
6,2018,67503.0,Old Saybrook
0,2012,Partial Data,Old Town
1,2013,Partial Data,Old Town
2,2014,Partial Data,Old Town
3,2015,Partial Data,Old Town
4,2016,Partial Data,Old Town
5,2017,Partial Data,Old Town
6,2018,Partial Data,Old Town
0,2012,22457.0,Omaha
1,2013,24013.0,Omaha
2,2014,24025.0,Omaha
3,2015,26489.0,Omaha
4,2016,29477.0,Omaha
5,2017,28846.0,Omaha
6,2018,26895.0,Omaha
0,2012,5185.0,Ontario
1,2013,5090.0,Ontario
2,2014,4675.0,Ontario
3,2015,4824.0,Ontario
4,2016,4864.0,Ontario
5,2017,4901.0,Ontario
6,2018,4441.0,Ontario
0,2012,Partial Data,Orange
1,2013,Partial Data,Orange
2,2014,Partial Data,Orange
3,2015,Partial Data,Orange
4,2016,Partial Data,Orange
5,2017,Partial Data,Orange
6,2018,Partial Data,Orange
0,2012,10605.0,Oregon City
1,2013,9937.0,Oregon City
2,2014,13955.0,Oregon City
3,2015,13080.0,Oregon City
4,2016,14858.0,Oregon City
5,2017,13678.0,Oregon City
6,2018,11382.0,Oregon City
0,2012,Partial Data,Oregon State Fair [Salem]
1,2013,Partial Data,Oregon State Fair [Salem]
2,2014,Partial Data,Oregon State Fair [Salem]
3,2015,Partial Data,Oregon State Fair [Salem]
4,2016,Partial Data,Oregon State Fair [Salem]
5,2017,Partial Data,Oregon State Fair [Salem]
6,2018,Partial Data,Oregon State Fair [Salem]
0,2012,166.9,Orlando
1,2013,154.3,Orlando
2,2014,151.0,Orlando
3,2015,142.8,Orlando
4,2016,134.2,Orlando
5,2017,128.8,Orlando
6,2018,124.0,Orlando
0,2012,14320.0,Osceola
1,2013,14378.0,Osceola
2,2014,13636.0,Osceola
3,2015,13760.0,Osceola
4,2016,15960.0,Osceola
5,2017,15601.0,Osceola
6,2018,16064.0,Osceola
0,2012,11674.0,Ottumwa
1,2013,11735.0,Ottumwa
2,2014,11109.0,Ottumwa
3,2015,10983.0,Ottumwa
4,2016,12087.0,Ottumwa
5,2017,12209.0,Ottumwa
6,2018,11043.0,Ottumwa
0,2012,81.2,Oxnard
1,2013,79.1,Oxnard
2,2014,82.3,Oxnard
3,2015,85.4,Oxnard
4,2016,84.3,Oxnard
5,2017,85.6,Oxnard
6,2018,104.4,Oxnard
0,2012,12804.0,Palatka
1,2013,12749.0,Palatka
2,2014,12145.0,Palatka
3,2015,12568.0,Palatka
4,2016,12333.0,Palatka
5,2017,12579.0,Palatka
6,2018,11598.0,Palatka
0,2012,165.4,Paoli
1,2013,173.5,Paoli
2,2014,168.5,Paoli
3,2015,174.8,Paoli
4,2016,199.2,Paoli
5,2017,216.0,Paoli
6,2018,232.2,Paoli
0,2012,51296.0,Parkesburg
1,2013,55290.0,Parkesburg
2,2014,49079.0,Parkesburg
3,2015,48505.0,Parkesburg
4,2016,46950.0,Parkesburg
5,2017,44568.0,Parkesburg
6,2018,44513.0,Parkesburg
0,2012,N/A,Pascagoula
1,2013,N/A,Pascagoula
2,2014,N/A,Pascagoula
3,2015,N/A,Pascagoula
4,2016,N/A,Pascagoula
5,2017,N/A,Pascagoula
6,2018,N/A,Pascagoula
0,2012,24743.0,Pasco
1,2013,24506.0,Pasco
2,2014,21776.0,Pasco
3,2015,22111.0,Pasco
4,2016,22640.0,Pasco
5,2017,23637.0,Pasco
6,2018,22711.0,Pasco
0,2012,11728.0,Paso Robles
1,2013,12338.0,Paso Robles
